Entity,Code,Year,Oil consumption - TWh
Croatia,HRV,2014,37.662575
Croatia,HRV,2015,39.127132
Croatia,HRV,2016,39.293175
Croatia,HRV,2017,42.001553
Croatia,HRV,2018,40.695423
Croatia,HRV,2019,39.723515
Croatia,HRV,2020,34.046947
Croatia,HRV,2021,35.994972
Croatia,HRV,2022,39.39885
Croatia,HRV,2023,43.714005
Croatia,HRV,2024,47.036217
Cyprus,CYP,1965,4.68025
Cyprus,CYP,1966,5.338632
Cyprus,CYP,1967,5.7872543
Cyprus,CYP,1968,6.427252
Cyprus,CYP,1969,7.5897937
Cyprus,CYP,1970,8.004829
Cyprus,CYP,1971,9.548514
Cyprus,CYP,1972,10.737023
Cyprus,CYP,1973,11.51917
Cyprus,CYP,1974,10.213084
Cyprus,CYP,1975,8.53023
Cyprus,CYP,1976,8.673059
Cyprus,CYP,1977,9.796984
Cyprus,CYP,1978,10.044486
Cyprus,CYP,1979,10.192833
Cyprus,CYP,1980,10.278665
Cyprus,CYP,1981,9.8561945
Cyprus,CYP,1982,11.813791
Cyprus,CYP,1983,12.43068
Cyprus,CYP,1984,12.612489
Cyprus,CYP,1985,12.483789
Cyprus,CYP,1986,13.480528
Cyprus,CYP,1987,15.873595
Cyprus,CYP,1988,16.996016
Cyprus,CYP,1989,17.556082
Cyprus,CYP,1990,18.565105
Cyprus,CYP,1991,18.988806
Cyprus,CYP,1992,21.831388
Cyprus,CYP,1993,22.876078
Cyprus,CYP,1994,22.61588
Cyprus,CYP,1995,23.986263
Cyprus,CYP,1996,24.441818
Cyprus,CYP,1997,24.967743
Cyprus,CYP,1998,27.283787
Cyprus,CYP,1999,28.60156
Cyprus,CYP,2000,29.842424
Cyprus,CYP,2001,29.993261
Cyprus,CYP,2002,29.674215
Cyprus,CYP,2003,31.57658
Cyprus,CYP,2004,30.714468
Cyprus,CYP,2005,34.478428
Cyprus,CYP,2006,34.05662
Cyprus,CYP,2007,34.647247
Cyprus,CYP,2008,35.382416
Cyprus,CYP,2009,34.592304
Cyprus,CYP,2010,33.503963
Cyprus,CYP,2011,32.946396
Cyprus,CYP,2012,30.689985
Cyprus,CYP,2013,27.186855
Cyprus,CYP,2014,27.26966
Cyprus,CYP,2015,27.930635
Cyprus,CYP,2016,30.465368
Cyprus,CYP,2017,31.275581
Cyprus,CYP,2018,30.944674
Cyprus,CYP,2019,30.785168
Cyprus,CYP,2020,26.229921
Cyprus,CYP,2021,27.052002
Cyprus,CYP,2022,28.74101
Cyprus,CYP,2023,28.66776
Cyprus,CYP,2024,29.393896
Czechia,CZE,1965,47.046886
Czechia,CZE,1966,51.94198
Czechia,CZE,1967,57.79913
Czechia,CZE,1968,63.84015
Czechia,CZE,1969,68.492935
Czechia,CZE,1970,82.32865
Czechia,CZE,1971,90.63971
Czechia,CZE,1972,99.17102
Czechia,CZE,1973,111.4943
Czechia,CZE,1974,114.321106
Czechia,CZE,1975,126.14466
Czechia,CZE,1976,133.33148
Czechia,CZE,1977,139.49129
Czechia,CZE,1978,144.35347
Czechia,CZE,1979,146.70984
Czechia,CZE,1980,136.44553
Czechia,CZE,1981,134.55257
Czechia,CZE,1982,123.24367
Czechia,CZE,1983,120.67317
Czechia,CZE,1984,128.27829
Czechia,CZE,1985,125.86781
Czechia,CZE,1986,120.88828
Czechia,CZE,1987,121.3741
Czechia,CZE,1988,116.66191
Czechia,CZE,1989,111.41667
Czechia,CZE,1990,100.62565
Czechia,CZE,1991,84.19088
Czechia,CZE,1992,80.68122
Czechia,CZE,1993,81.68364
Czechia,CZE,1994,84.47287
Czechia,CZE,1995,95.19518
Czechia,CZE,1996,99.64469
Czechia,CZE,1997,95.02331
Czechia,CZE,1998,98.08546
Czechia,CZE,1999,97.63968
Czechia,CZE,2000,94.42909
Czechia,CZE,2001,99.91983
Czechia,CZE,2002,96.75073
Czechia,CZE,2003,103.53131
Czechia,CZE,2004,114.085014
Czechia,CZE,2005,119.15711
Czechia,CZE,2006,117.510414
Czechia,CZE,2007,116.69226
Czechia,CZE,2008,117.231865
Czechia,CZE,2009,113.17898
Czechia,CZE,2010,106.87343
Czechia,CZE,2011,108.28204
Czechia,CZE,2012,106.93589
Czechia,CZE,2013,102.03872
Czechia,CZE,2014,107.97657
Czechia,CZE,2015,104.87653
Czechia,CZE,2016,98.47254
Czechia,CZE,2017,115.295975
Czechia,CZE,2018,116.113846
Czechia,CZE,2019,117.60352
Czechia,CZE,2020,102.484436
Czechia,CZE,2021,112.96381
Czechia,CZE,2022,108.5069
Czechia,CZE,2023,107.82444
Czechia,CZE,2024,112.904594
Denmark,DNK,1965,123.12545
Denmark,DNK,1966,140.2377
Denmark,DNK,1967,148.31645
Denmark,DNK,1968,161.21199
Denmark,DNK,1969,193.82655
Denmark,DNK,1970,215.5996
Denmark,DNK,1971,212.84607
Denmark,DNK,1972,225.19148
Denmark,DNK,1973,208.22063
Denmark,DNK,1974,188.51405
Denmark,DNK,1975,186.3196
Denmark,DNK,1976,198.24033
Denmark,DNK,1977,197.98227
Denmark,DNK,1978,197.52115
Denmark,DNK,1979,188.93774
Denmark,DNK,1980,161.33127
Denmark,DNK,1981,151.96735
Denmark,DNK,1982,130.91791
Denmark,DNK,1983,123.85265
Denmark,DNK,1984,122.43611
Denmark,DNK,1985,126.177414
Denmark,DNK,1986,124.5112
Denmark,DNK,1987,114.68499
Denmark,DNK,1988,113.99847
Denmark,DNK,1989,109.763115
Denmark,DNK,1990,107.52145
Denmark,DNK,1991,109.08682
Denmark,DNK,1992,108.113846
Denmark,DNK,1993,113.18888
Denmark,DNK,1994,120.41809
Denmark,DNK,1995,125.37967
Denmark,DNK,1996,136.06866
Denmark,DNK,1997,131.27934
Denmark,DNK,1998,126.99976
Denmark,DNK,1999,126.04254
Denmark,DNK,2000,122.53468
Denmark,DNK,2001,117.52588
Denmark,DNK,2002,113.73351
Denmark,DNK,2003,109.98831
Denmark,DNK,2004,108.04399
Denmark,DNK,2005,109.41706
Denmark,DNK,2006,110.465904
Denmark,DNK,2007,111.33213
Denmark,DNK,2008,109.85371
Denmark,DNK,2009,98.63714
Denmark,DNK,2010,101.9283
Denmark,DNK,2011,97.14898
Denmark,DNK,2012,89.821655
Denmark,DNK,2013,87.70778
Denmark,DNK,2014,87.40029
Denmark,DNK,2015,88.9282
Denmark,DNK,2016,89.05559
Denmark,DNK,2017,88.506584
Denmark,DNK,2018,89.401
Denmark,DNK,2019,109.60725
Denmark,DNK,2020,91.01435
Denmark,DNK,2021,79.201904
Denmark,DNK,2022,83.58491
Denmark,DNK,2023,88.93036
Denmark,DNK,2024,90.35128
Ecuador,ECU,1965,7.9206376
Ecuador,ECU,1966,8.26975
Ecuador,ECU,1967,8.931146
Ecuador,ECU,1968,10.672142
Ecuador,ECU,1969,11.293051
Ecuador,ECU,1970,12.877645
Ecuador,ECU,1971,14.23248
Ecuador,ECU,1972,14.631552
Ecuador,ECU,1973,16.284168
Ecuador,ECU,1974,18.546286
Ecuador,ECU,1975,18.147564
Ecuador,ECU,1976,20.50994
Ecuador,ECU,1977,25.594435
Ecuador,ECU,1978,26.172733
Ecuador,ECU,1979,27.873514
Ecuador,ECU,1980,35.75117
Ecuador,ECU,1981,39.96072
Ecuador,ECU,1982,43.64244
Ecuador,ECU,1983,39.982136
Ecuador,ECU,1984,40.184883
Ecuador,ECU,1985,49.411514
Ecuador,ECU,1986,50.193226
Ecuador,ECU,1987,50.630726
Ecuador,ECU,1988,59.788826
Ecuador,ECU,1989,62.205303
Ecuador,ECU,1990,63.61657
Ecuador,ECU,1991,71.21293
Ecuador,ECU,1992,71.04642
Ecuador,ECU,1993,71.340126
Ecuador,ECU,1994,77.55588
Ecuador,ECU,1995,76.32141
Ecuador,ECU,1996,85.7203
Ecuador,ECU,1997,97.76501
Ecuador,ECU,1998,98.40975
Ecuador,ECU,1999,85.996635
Ecuador,ECU,2000,78.33835
Ecuador,ECU,2001,81.36387
Ecuador,ECU,2002,80.80061
Ecuador,ECU,2003,82.590965
Ecuador,ECU,2004,87.28777
Ecuador,ECU,2005,95.14137
Ecuador,ECU,2006,100.8373
Ecuador,ECU,2007,102.50297
Ecuador,ECU,2008,105.60009
Ecuador,ECU,2009,107.393166
Ecuador,ECU,2010,124.12673
Ecuador,ECU,2011,127.295494
Ecuador,ECU,2012,131.77362
Ecuador,ECU,2013,139.62585
Ecuador,ECU,2014,147.06837
Ecuador,ECU,2015,142.66008
Ecuador,ECU,2016,134.04097
Ecuador,ECU,2017,130.87363
Ecuador,ECU,2018,141.70032
Ecuador,ECU,2019,137.31259
Ecuador,ECU,2020,110.83171
Ecuador,ECU,2021,137.08408
Ecuador,ECU,2022,150.5628
Ecuador,ECU,2023,159.13568
Ecuador,ECU,2024,163.27017
Egypt,EGY,1965,81.39379
Egypt,EGY,1966,87.34
Egypt,EGY,1967,71.32264
Egypt,EGY,1968,74.599754
Egypt,EGY,1969,55.378662
Egypt,EGY,1970,71.66592
Egypt,EGY,1971,74.0778
Egypt,EGY,1972,84.65239
Egypt,EGY,1973,79.57202
Egypt,EGY,1974,87.76041
Egypt,EGY,1975,97.01281
Egypt,EGY,1976,114.73853
Egypt,EGY,1977,122.63606
Egypt,EGY,1978,126.69805
Egypt,EGY,1979,138.93947
Egypt,EGY,1980,155.29256
Egypt,EGY,1981,179.1586
Egypt,EGY,1982,203.74937
Egypt,EGY,1983,223.57407
Egypt,EGY,1984,241.74295
Egypt,EGY,1985,245.68802
Egypt,EGY,1986,246.40953
Egypt,EGY,1987,260.4517
Egypt,EGY,1988,259.0959
Egypt,EGY,1989,268.61255
Egypt,EGY,1990,275.3904
Egypt,EGY,1991,270.62952
Egypt,EGY,1992,259.8219
Egypt,EGY,1993,243.19084
Egypt,EGY,1994,253.93777
Egypt,EGY,1995,275.37674
Egypt,EGY,1996,291.0964
Egypt,EGY,1997,307.3263
Egypt,EGY,1998,323.4118
Egypt,EGY,1999,330.86063
Egypt,EGY,2000,323.75937
Egypt,EGY,2001,305.73434
Egypt,EGY,2002,304.1684
Egypt,EGY,2003,311.87805
Egypt,EGY,2004,328.39752
Egypt,EGY,2005,347.70407
Egypt,EGY,2006,337.3307
Egypt,EGY,2007,364.28708
Egypt,EGY,2008,385.61722
Egypt,EGY,2009,403.6607
Egypt,EGY,2010,415.5942
Egypt,EGY,2011,418.22156
Egypt,EGY,2012,428.2248
Egypt,EGY,2013,433.32666
Egypt,EGY,2014,455.2881
Egypt,EGY,2015,464.53683
Egypt,EGY,2016,480.17807
Egypt,EGY,2017,456.21555
Egypt,EGY,2018,406.44485
Egypt,EGY,2019,383.61386
Egypt,EGY,2020,332.68008
Egypt,EGY,2021,359.5667
Egypt,EGY,2022,425.22882
Egypt,EGY,2023,414.17987
Egypt,EGY,2024,440.12344
Estonia,EST,1985,40.446075
Estonia,EST,1986,40.01098
Estonia,EST,1987,40.409798
Estonia,EST,1988,40.7583
Estonia,EST,1989,42.034187
Estonia,EST,1990,41.343212
Estonia,EST,1991,36.42071
Estonia,EST,1992,19.574043
Estonia,EST,1993,20.748428
Estonia,EST,1994,18.914959
Estonia,EST,1995,14.864138
Estonia,EST,1996,16.087318
Estonia,EST,1997,15.796541
Estonia,EST,1998,15.860498
Estonia,EST,1999,14.814796
Estonia,EST,2000,13.329059
Estonia,EST,2001,15.416941
Estonia,EST,2002,17.262798
Estonia,EST,2003,16.20338
Estonia,EST,2004,16.443972
Estonia,EST,2005,16.752337
Estonia,EST,2006,17.505255
Estonia,EST,2007,18.683674
Estonia,EST,2008,17.789972
Estonia,EST,2009,15.987168
Estonia,EST,2010,16.479925
Estonia,EST,2011,16.066843
Estonia,EST,2012,19.049246
Estonia,EST,2013,18.806303
Estonia,EST,2014,17.413538
Estonia,EST,2015,17.381447
Estonia,EST,2016,16.95469
Estonia,EST,2017,17.695034
Estonia,EST,2018,17.47478
Estonia,EST,2019,15.588738
Estonia,EST,2020,16.05446
Estonia,EST,2021,15.788391
Estonia,EST,2022,16.36903
Estonia,EST,2023,15.560705
Estonia,EST,2024,15.271419
Finland,FIN,1965,67.48548
Finland,FIN,1966,81.86467
Finland,FIN,1967,85.7726
Finland,FIN,1968,97.22671
Finland,FIN,1969,112.92221
Finland,FIN,1970,126.97794
Finland,FIN,1971,131.4189
Finland,FIN,1972,139.85992
Finland,FIN,1973,156.46225
Finland,FIN,1974,136.34688
Finland,FIN,1975,140.98915
Finland,FIN,1976,151.2639
Finland,FIN,1977,148.23775
Finland,FIN,1978,149.11165
Finland,FIN,1979,157.88281
Finland,FIN,1980,152.02914
Finland,FIN,1981,145.4186
Finland,FIN,1982,134.60008
Finland,FIN,1983,125.00577
Finland,FIN,1984,126.75379
Finland,FIN,1985,128.06352
Finland,FIN,1986,134.10484
Finland,FIN,1987,133.54774
Finland,FIN,1988,131.87694
Finland,FIN,1989,131.68347
Finland,FIN,1990,133.65544
Finland,FIN,1991,132.63072
Finland,FIN,1992,131.24066
Finland,FIN,1993,124.88457
Finland,FIN,1994,129.36603
Finland,FIN,1995,117.58075
Finland,FIN,1996,122.37473
Finland,FIN,1997,120.58437
Finland,FIN,1998,125.79059
Finland,FIN,1999,127.17879
Finland,FIN,2000,126.42577
Finland,FIN,2001,124.03574
Finland,FIN,2002,126.9237
Finland,FIN,2003,130.99988
Finland,FIN,2004,122.12344
Finland,FIN,2005,126.67819
Finland,FIN,2006,122.85048
Finland,FIN,2007,123.89983
Finland,FIN,2008,119.764175
Finland,FIN,2009,112.83102
Finland,FIN,2010,117.16832
Finland,FIN,2011,114.58838
Finland,FIN,2012,110.05729
Finland,FIN,2013,114.501656
Finland,FIN,2014,108.04683
Finland,FIN,2015,108.589935
Finland,FIN,2016,114.29884
Finland,FIN,2017,110.74291
Finland,FIN,2018,110.148224
Finland,FIN,2019,109.32647
Finland,FIN,2020,98.07789
Finland,FIN,2021,91.65651
Finland,FIN,2022,98.47133
Finland,FIN,2023,89.03502
Finland,FIN,2024,86.685684
France,FRA,1965,637.3014
France,FRA,1966,683.123
France,FRA,1967,784.79
France,FRA,1968,850.43164
France,FRA,1969,982.66754
France,FRA,1970,1116.3309
France,FRA,1971,1216.7485
France,FRA,1972,1350.9572
France,FRA,1973,1506.0256
France,FRA,1974,1430.9877
France,FRA,1975,1307.875
France,FRA,1976,1414.7838
France,FRA,1977,1358.8184
France,FRA,1978,1416.0526
France,FRA,1979,1408.642
France,FRA,1980,1309.0137
France,FRA,1981,1181.7372
France,FRA,1982,1094.3964
France,FRA,1983,1068.1715
France,FRA,1984,1029.9058
France,FRA,1985,1012.8425
France,FRA,1986,1033.2646
France,FRA,1987,1040.2767
France,FRA,1988,1034.0203
France,FRA,1989,1061.674
France,FRA,1990,1060.0526
France,FRA,1991,1141.0382
France,FRA,1992,1139.6106
France,FRA,1993,1101.6967
France,FRA,1994,1070.2838
France,FRA,1995,1084.53
France,FRA,1996,1110.012
France,FRA,1997,1112.2651
France,FRA,1998,1155.7661
France,FRA,1999,1159.9083
France,FRA,2000,1143.1821
France,FRA,2001,1142.346
France,FRA,2002,1112.8135
France,FRA,2003,1116.9646
France,FRA,2004,1126.7009
France,FRA,2005,1104.4193
France,FRA,2006,1101.8494
France,FRA,2007,1075.5088
France,FRA,2008,1053.3467
France,FRA,2009,1010.69946
France,FRA,2010,979.68024
France,FRA,2011,963.9613
France,FRA,2012,931.1787
France,FRA,2013,919.24506
France,FRA,2014,889.4258
France,FRA,2015,902.6557
France,FRA,2016,887.9983
France,FRA,2017,901.5271
France,FRA,2018,879.65137
France,FRA,2019,872.39764
France,FRA,2020,735.704
France,FRA,2021,790.98364
France,FRA,2022,789.4553
France,FRA,2023,777.0767
France,FRA,2024,775.6695
Germany,DEU,1965,1020.5698
Germany,DEU,1966,1141.8322
Germany,DEU,1967,1187.4216
Germany,DEU,1968,1331.1227
Germany,DEU,1969,1496.9418
Germany,DEU,1970,1644.0703
Germany,DEU,1971,1712.5317
Germany,DEU,1972,1807.8164
Germany,DEU,1973,1927.148
Germany,DEU,1974,1748.5243
Germany,DEU,1975,1698.3301
Germany,DEU,1976,1834.953
Germany,DEU,1977,1812.3656
Germany,DEU,1978,1890.2781
Germany,DEU,1979,1949.953
Germany,DEU,1980,1764.3439
Germany,DEU,1981,1601.3844
Germany,DEU,1982,1513.8575
Germany,DEU,1983,1482.448
Germany,DEU,1984,1477.557
Germany,DEU,1985,1522.7413
Germany,DEU,1986,1604.2207
Germany,DEU,1987,1562.0078
Germany,DEU,1988,1562.9131
Germany,DEU,1989,1468.3829
Germany,DEU,1990,1537.2932
Germany,DEU,1991,1607.6146
Germany,DEU,1992,1621.6552
Germany,DEU,1993,1646.8728
Germany,DEU,1994,1631.9728
Germany,DEU,1995,1631.1296
Germany,DEU,1996,1658.878
Germany,DEU,1997,1648.9271
Germany,DEU,1998,1650.7172
Germany,DEU,1999,1601.1073
Germany,DEU,2000,1570.4348
Germany,DEU,2001,1590.9634
Germany,DEU,2002,1537.7799
Germany,DEU,2003,1507.7172
Germany,DEU,2004,1490.4901
Germany,DEU,2005,1460.0576
Germany,DEU,2006,1457.2372
Germany,DEU,2007,1319.4586
Germany,DEU,2008,1399.0693
Germany,DEU,2009,1339.8384
Germany,DEU,2010,1357.6443
Germany,DEU,2011,1313.2709
Germany,DEU,2012,1305.3893
Germany,DEU,2013,1334.2625
Germany,DEU,2014,1298.318
Germany,DEU,2015,1296.5422
Germany,DEU,2016,1321.8785
Germany,DEU,2017,1408.9285
Germany,DEU,2018,1336.97
Germany,DEU,2019,1351.0276
Germany,DEU,2020,1223.2377
Germany,DEU,2021,1209.7521
Germany,DEU,2022,1241.9773
Germany,DEU,2023,1165.5121
Germany,DEU,2024,1176.5474
Greece,GRC,1965,52.273228
Greece,GRC,1966,57.076584
Greece,GRC,1967,67.11283
Greece,GRC,1968,68.693054
Greece,GRC,1969,73.09415
Greece,GRC,1970,79.16741
Greece,GRC,1971,87.45739
Greece,GRC,1972,101.31322
Greece,GRC,1973,117.920204
Greece,GRC,1974,110.66205
Greece,GRC,1975,117.248055
Greece,GRC,1976,124.7924
Greece,GRC,1977,127.140976
Greece,GRC,1978,138.43669
Greece,GRC,1979,146.42546
Greece,GRC,1980,144.97278
Greece,GRC,1981,140.84198
Greece,GRC,1982,141.5108
Greece,GRC,1983,135.79776
Greece,GRC,1984,139.16304
Greece,GRC,1985,141.48158
Greece,GRC,1986,143.58203
Greece,GRC,1987,155.96172
Greece,GRC,1988,161.07315
Greece,GRC,1989,177.45236
Greece,GRC,1990,186.74254
Greece,GRC,1991,190.55426
Greece,GRC,1992,194.52258
Greece,GRC,1993,198.51204
Greece,GRC,1994,203.04324
Greece,GRC,1995,211.81287
Greece,GRC,1996,219.88054
Greece,GRC,1997,222.05853
Greece,GRC,1998,232.47917
Greece,GRC,1999,227.0115
Greece,GRC,2000,236.24866
Greece,GRC,2001,239.57071
Greece,GRC,2002,240.72469
Greece,GRC,2003,252.75017
Greece,GRC,2004,247.72807
Greece,GRC,2005,249.09128
Greece,GRC,2006,260.48984
Greece,GRC,2007,263.44055
Greece,GRC,2008,252.5715
Greece,GRC,2009,236.80884
Greece,GRC,2010,214.71916
Greece,GRC,2011,204.5779
Greece,GRC,2012,178.33144
Greece,GRC,2013,164.7616
Greece,GRC,2014,163.353
Greece,GRC,2015,170.19884
Greece,GRC,2016,169.93929
Greece,GRC,2017,174.01346
Greece,GRC,2018,171.98833
Greece,GRC,2019,177.21858
Greece,GRC,2020,143.48611
Greece,GRC,2021,152.02661
Greece,GRC,2022,172.19046
Greece,GRC,2023,171.29622
Greece,GRC,2024,173.30756
Hong Kong,HKG,1965,24.871521
Hong Kong,HKG,1966,27.293041
Hong Kong,HKG,1967,32.704254
Hong Kong,HKG,1968,35.71866
Hong Kong,HKG,1969,42.38126
Hong Kong,HKG,1970,45.737446
Hong Kong,HKG,1971,48.245647
Hong Kong,HKG,1972,55.002895
Hong Kong,HKG,1973,57.120667
Hong Kong,HKG,1974,58.476112
Hong Kong,HKG,1975,55.057316
Hong Kong,HKG,1976,64.99793
Hong Kong,HKG,1977,70.20239
Hong Kong,HKG,1978,72.9587
Hong Kong,HKG,1979,74.716446
Hong Kong,HKG,1980,76.37257
Hong Kong,HKG,1981,81.002144
Hong Kong,HKG,1982,78.94145
Hong Kong,HKG,1983,70.29673
Hong Kong,HKG,1984,65.150055
Hong Kong,HKG,1985,61.261135
Hong Kong,HKG,1986,59.873386
Hong Kong,HKG,1987,58.73012
Hong Kong,HKG,1988,67.36971
Hong Kong,HKG,1989,71.84668
Hong Kong,HKG,1990,75.48578
Hong Kong,HKG,1991,75.47003
Hong Kong,HKG,1992,96.86926
Hong Kong,HKG,1993,100.89406
Hong Kong,HKG,1994,107.65179
Hong Kong,HKG,1995,115.22543
Hong Kong,HKG,1996,112.906654
Hong Kong,HKG,1997,111.75032
Hong Kong,HKG,1998,107.219894
Hong Kong,HKG,1999,114.0835
Hong Kong,HKG,2000,118.88865
Hong Kong,HKG,2001,141.33519
Hong Kong,HKG,2002,154.46638
Hong Kong,HKG,2003,155.44257
Hong Kong,HKG,2004,183.05957
Hong Kong,HKG,2005,165.10948
Hong Kong,HKG,2006,178.45949
Hong Kong,HKG,2007,191.26967
Hong Kong,HKG,2008,173.34848
Hong Kong,HKG,2009,196.68486
Hong Kong,HKG,2010,212.63667
Hong Kong,HKG,2011,214.10521
Hong Kong,HKG,2012,205.13832
Hong Kong,HKG,2013,209.29407
Hong Kong,HKG,2014,198.1297
Hong Kong,HKG,2015,217.42123
Hong Kong,HKG,2016,225.19812
Hong Kong,HKG,2017,254.45477
Hong Kong,HKG,2018,257.5806
Hong Kong,HKG,2019,240.73477
Hong Kong,HKG,2020,169.06566
Hong Kong,HKG,2021,151.34477
Hong Kong,HKG,2022,128.26762
Hong Kong,HKG,2023,159.2837
Hong Kong,HKG,2024,180.94005
Hungary,HUN,1965,44.273094
Hungary,HUN,1966,48.626213
Hungary,HUN,1967,51.449696
Hungary,HUN,1968,53.920544
Hungary,HUN,1969,60.313942
Hungary,HUN,1970,70.053635
Hungary,HUN,1971,78.927284
Hungary,HUN,1972,85.993385
Hungary,HUN,1973,96.752205
Hungary,HUN,1974,105.922
Hungary,HUN,1975,119.49149
Hungary,HUN,1976,125.17623
Hungary,HUN,1977,133.09103
Hungary,HUN,1978,147.2131
Hungary,HUN,1979,138.70981
Hungary,HUN,1980,134.84071
Hungary,HUN,1981,128.84254
Hungary,HUN,1982,122.05013
Hungary,HUN,1983,115.73054
Hungary,HUN,1984,121.191
Hungary,HUN,1985,123.43376
Hungary,HUN,1986,114.001625
Hungary,HUN,1987,119.51186
Hungary,HUN,1988,110.64611
Hungary,HUN,1989,107.246796
Hungary,HUN,1990,108.44481
Hungary,HUN,1991,92.83042
Hungary,HUN,1992,98.91989
Hungary,HUN,1993,87.67219
Hungary,HUN,1994,93.51756
Hungary,HUN,1995,89.09015
Hungary,HUN,1996,82.26265
Hungary,HUN,1997,84.159294
Hungary,HUN,1998,89.2766
Hungary,HUN,1999,85.230934
Hungary,HUN,2000,82.53138
Hungary,HUN,2001,79.73474
Hungary,HUN,2002,74.154396
Hungary,HUN,2003,72.27185
Hungary,HUN,2004,76.81962
Hungary,HUN,2005,87.88969
Hungary,HUN,2006,91.52185
Hungary,HUN,2007,91.20209
Hungary,HUN,2008,86.55902
Hungary,HUN,2009,84.2257
Hungary,HUN,2010,79.04674
Hungary,HUN,2011,77.140785
Hungary,HUN,2012,72.01762
Hungary,HUN,2013,70.43605
Hungary,HUN,2014,78.38166
Hungary,HUN,2015,83.99389
Hungary,HUN,2016,83.43875
Hungary,HUN,2017,90.39909
Hungary,HUN,2018,96.88959
Hungary,HUN,2019,97.93139
Hungary,HUN,2020,89.379326
Hungary,HUN,2021,97.09771
Hungary,HUN,2022,96.33766
Hungary,HUN,2023,94.0944
Hungary,HUN,2024,95.424164
Iceland,ISL,1965,5.612466
Iceland,ISL,1966,6.0511594
Iceland,ISL,1967,5.8715425
Iceland,ISL,1968,6.2693133
Iceland,ISL,1969,5.7495003
Iceland,ISL,1970,5.875635
Iceland,ISL,1971,6.3996997
Iceland,ISL,1972,6.8569255
Iceland,ISL,1973,7.9397244
Iceland,ISL,1974,7.4100266
Iceland,ISL,1975,6.9604106
Iceland,ISL,1976,6.9930778
Iceland,ISL,1977,7.313648
Iceland,ISL,1978,7.7066045
Iceland,ISL,1979,7.482763
Iceland,ISL,1980,6.962151
Iceland,ISL,1981,6.795264
Iceland,ISL,1982,6.2100058
Iceland,ISL,1983,6.033723
Iceland,ISL,1984,6.2958694
Iceland,ISL,1985,6.274548
Iceland,ISL,1986,6.36477
Iceland,ISL,1987,6.8829937
Iceland,ISL,1988,7.1954055
Iceland,ISL,1989,7.6968536
Iceland,ISL,1990,7.8472204
Iceland,ISL,1991,7.3680167
Iceland,ISL,1992,7.940361
Iceland,ISL,1993,8.238461
Iceland,ISL,1994,8.346259
Iceland,ISL,1995,8.396833
Iceland,ISL,1996,9.381994
Iceland,ISL,1997,9.207106
Iceland,ISL,1998,9.433033
Iceland,ISL,1999,9.417009
Iceland,ISL,2000,9.598544
Iceland,ISL,2001,9.007859
Iceland,ISL,2002,9.370296
Iceland,ISL,2003,9.47095
Iceland,ISL,2004,9.906974
Iceland,ISL,2005,10.089533
Iceland,ISL,2006,10.258592
Iceland,ISL,2007,10.291719
Iceland,ISL,2008,9.528946
Iceland,ISL,2009,8.832885
Iceland,ISL,2010,8.459282
Iceland,ISL,2011,8.344929
Iceland,ISL,2012,8.255022
Iceland,ISL,2013,8.627571
Iceland,ISL,2014,9.023058
Iceland,ISL,2015,9.844438
Iceland,ISL,2016,10.842629
Iceland,ISL,2017,12.105062
Iceland,ISL,2018,13.107482
Iceland,ISL,2019,11.098069
Iceland,ISL,2020,7.309943
Iceland,ISL,2021,8.265474
Iceland,ISL,2022,10.354054
Iceland,ISL,2023,10.943816
Iceland,ISL,2024,11.348906
India,IND,1965,146.99513
India,IND,1966,164.14969
India,IND,1967,169.36023
India,IND,1968,189.77089
India,IND,1969,227.92883
India,IND,1970,226.89145
India,IND,1971,243.33247
India,IND,1972,262.38327
India,IND,1973,276.95908
India,IND,1974,271.54297
India,IND,1975,278.09283
India,IND,1976,293.2587
India,IND,1977,315.04404
India,IND,1978,342.3745
India,IND,1979,369.47278
India,IND,1980,376.81616
India,IND,1981,405.65527
India,IND,1982,422.65634
India,IND,1983,444.35297
India,IND,1984,477.06705
India,IND,1985,517.6358
India,IND,1986,544.25946
India,IND,1987,561.7668
India,IND,1988,616.5008
India,IND,1989,667.77264
India,IND,1990,694.0582
India,IND,1991,706.1011
India,IND,1992,744.1866
India,IND,1993,752.0428
India,IND,1994,808.2667
India,IND,1995,901.3517
India,IND,1996,972.76135
India,IND,1997,1039.8557
India,IND,1998,1113.5074
India,IND,1999,1219.4528
India,IND,2000,1277.5098
India,IND,2001,1281.0958
India,IND,2002,1324.2423
India,IND,2003,1347.6937
India,IND,2004,1426.8564
India,IND,2005,1450.1283
India,IND,2006,1532.0394
India,IND,2007,1637.4816
India,IND,2008,1719.2588
India,IND,2009,1806.7904
India,IND,2010,1848.4161
India,IND,2011,1935.7648
India,IND,2012,2051.6697
India,IND,2013,2065.6555
India,IND,2014,2125.4941
India,IND,2015,2296.0386
India,IND,2016,2514.2617
India,IND,2017,2588.196
India,IND,2018,2704.5122
India,IND,2019,2791.9463
India,IND,2020,2537.8525
India,IND,2021,2588.8313
India,IND,2022,2804.5303
India,IND,2023,2939.235
India,IND,2024,3028.7437
Indonesia,IDN,1965,72.543625
Indonesia,IDN,1966,69.86446
Indonesia,IDN,1967,67.4028
Indonesia,IDN,1968,71.29931
Indonesia,IDN,1969,76.334076
Indonesia,IDN,1970,80.99267
Indonesia,IDN,1971,83.94383
